idx,id,name
7780,DB08636,2-Hydroxybenzalpyruvate
7781,DB08637,4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID
7782,DB08638,1-hydroperoxy-L-tryptophan
7783,DB08639,Dapivirine
7784,DB08640,"(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID"
7785,DB08641,"(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID"
7786,DB08642,"(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine"
7787,DB08643,2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER
7788,DB08644,{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER
7789,DB08645,"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE"
7790,DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL
7791,DB08647,Trazeolide
7792,DB08648,"8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid"
7793,DB08649,(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL
7794,DB08651,3'-THIO-THYMIDINE-5'-PHOSPHATE
7795,DB08652,Indoleacetamide
7796,DB08653,Tryptamine
7797,DB08654,"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL"
7798,DB08655,"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE"
7799,DB08656,5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide
7800,DB08657,2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID
7801,DB08658,Ethyl hydrogen diethylamidophosphate
7802,DB08659,2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide
7803,DB08660,Quinalizarin
7804,DB08661,"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione"
7805,DB08662,3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE
7806,DB08663,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE
7807,DB08664,({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester
7808,DB08665,"6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE"
7809,DB08666,5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine
7810,DB08667,4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine
7811,DB08668,3-(5-Amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid
7812,DB08669,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE"
7813,DB08670,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE"
7814,DB08671,5-Imino-4-(2-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine
7815,DB08672,4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE
7816,DB08673,"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE"
7817,DB08674,"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE"
7818,DB08675,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid"
7819,DB08676,"(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE"
7820,DB08677,N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide
7821,DB08678,(4-ETHYLPHENYL)SULFAMIC ACID
7822,DB08680,N-{3-[(E)-(tert-butoxyimino)methyl]-4-chlorophenyl}-2-methylfuran-3-carbimidothioic acid
7823,DB08681,1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE
7824,DB08682,"1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE"
7825,DB08683,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE"
7826,DB08684,O-Decyl Hydrogen Thiocarbonate
7827,DB08685,"1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine"
7828,DB08686,"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE"
7829,DB08687,FG-2216
7830,DB08688,2-Undecanone
7831,DB08689,Ubiquinone Q1
7832,DB08690,Ubiquinone Q2
7833,DB08691,"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate"
7834,DB08692,D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid
7835,DB08693,L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid
7836,DB08694,Variolin B
7837,DB08695,3-(4-nitrophenyl)-1H-pyrazole
7838,DB08697,"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide"
7839,DB08698,"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL"
7840,DB08699,"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine"
7841,DB08701,"2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE"
7842,DB08702,"2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID"
7843,DB08703,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one"
7844,DB08704,"[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate"
7845,DB08705,"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE"
7846,DB08706,"(2S)-({(5Z)-5-[(5-Ethyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}amino)(4-fluorophenyl)acetic acid"
7847,DB08707,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine"
7848,DB08708,"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine"
7849,DB08709,"2,3-diphenyl-1H-indole-7-carboxylic acid"
7850,DB08710,"(5Z)-5-[(5-ethylfuran-2-yl)methylidene]-2-[[(S)-(4-fluorophenyl)-(2H-tetrazol-5-yl)methyl]amino]-1,3-thiazol-4-one"
7851,DB08711,Methyl vanillate
7852,DB08712,11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID
7853,DB08713,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL"
7854,DB08714,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL"
7855,DB08715,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL"
7856,DB08717,"[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid"
7857,DB08718,"4-(3-ethylthiophen-2-yl)benzene-1,2-diol"
7858,DB08719,"5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE"
7859,DB08720,"5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole"
7860,DB08721,"5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole"
7861,DB08722,5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole
7862,DB08723,WIN-54954
7863,DB08724,5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole
7864,DB08725,"(S)-5-(7-(4-(4-Ethyl-4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole"
7865,DB08726,Disoxaril
7866,DB08727,"3-Methyl-5-(7-{4-[(4R)-4-methyl-4,5-dihydro-1,3-oxazol-2-yl]phenoxy}heptyl)-1,2-oxazole"
7867,DB08728,"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole"
7868,DB08729,"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide"
7869,DB08730,3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE
7870,DB08731,"2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid"
7871,DB08732,NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE
7872,DB08733,"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE"
7873,DB08734,"6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE"
7874,DB08735,"R,S-Warfarin alcohol"
7875,DB08736,"S,R-Warfarin alcohol"
7876,DB08737,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL"
7877,DB08738,1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one
7878,DB08739,"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione"
7879,DB08740,"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE"
7880,DB08741,"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine"
7881,DB08742,"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)"
7882,DB08743,"2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE"
7883,DB08744,Casimiroin
7884,DB08745,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE
7885,DB08746,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE
7886,DB08747,"(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one"
7887,DB08748,4-(Dimethylamino)benzoic acid
7888,DB08749,3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE
7889,DB08750,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE"
7890,DB08751,"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE"
7891,DB08752,N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide
7892,DB08753,"4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE"
7893,DB08754,N-Caffeoyltyramine
7894,DB08755,N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide
7895,DB08756,Y-27632
7896,DB08757,5-(2-chlorophenyl)furan-2-carbohydrazide
7897,DB08758,"IMIDAZO[2,1-A]ISOQUINOLINE-2-CARBOHYDRAZIDE"
7898,DB08759,"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID"
7899,DB08760,(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid
7900,DB08761,"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione"
7901,DB08762,O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID
7902,DB08763,[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE
7903,DB08765,"6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE"
7904,DB08766,Zofenoprilat
7905,DB08767,2-(4-METHOXYPHENYL)ACETAMIDE
7906,DB08768,N(6)-dimethylallyladenine
7907,DB08770,"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol"
7908,DB08771,"(5R)-2-[(2-Fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5H)-one"
7909,DB08772,Zopolrestat
7910,DB08773,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol
7911,DB08774,"1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine"
7912,DB08775,Benzoyl-tyrosine-alanine-fluoro-methyl ketone
7913,DB08776,"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE"
7914,DB08777,"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE"
7915,DB08778,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone"
7916,DB08779,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol
7917,DB08780,6-MORPHOLIN-4-YL-9H-PURINE
7918,DB08781,"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE"
7919,DB08782,4-(2-AMINOETHYL)BENZENESULFONAMIDE
7920,DB08783,(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid
7921,DB08784,2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID
7922,DB08785,4-Methylcoumarin
7923,DB08786,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine
7924,DB08787,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine"
7925,DB08788,"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE"
7926,DB08789,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE"
7927,DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID
7928,DB08791,"1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE"
7929,DB08792,Diloxanide
7930,DB08794,Ethyl biscoumacetate
7931,DB08795,Azidocillin
7932,DB08796,Pipazethate
7933,DB08797,Salicylamide
7934,DB08798,Sulfamoxole
7935,DB08799,Antazoline
7936,DB08800,Chloropyramine
7937,DB08801,Dimetindene
7938,DB08802,Isothipendyl
7939,DB08803,Tymazoline
7940,DB08804,Nandrolone decanoate
7941,DB08805,Metiamide
7942,DB08806,Roxatidine acetate
7943,DB08807,Bopindolol
7944,DB08808,Bupranolol
7945,DB08809,Dichloroacetic acid
7946,DB08810,Cinitapride
7947,DB08811,Tofisopam
7948,DB08813,Nadroparin
7949,DB08814,Triflusal
7950,DB08815,Lurasidone
7951,DB08816,Ticagrelor
7952,DB08818,Hyaluronic acid
7953,DB08819,Tafluprost
7954,DB08820,Ivacaftor
7955,DB08822,Azilsartan medoxomil
7956,DB08823,Spinosad
7957,DB08824,Ioflupane I-123
7958,DB08826,Deferiprone
7959,DB08827,Lomitapide
7960,DB08828,Vismodegib
7961,DB08830,Dehydroascorbic acid
7962,DB08831,2-deoxyglucose
7963,DB08833,Taurochenodeoxycholic acid
7964,DB08834,Tauroursodeoxycholic acid
7965,DB08835,Spaglumic acid
7966,DB08836,Temocapril
7967,DB08837,Tetraethylammonium
7968,DB08838,Agmatine
7969,DB08839,Serotonin
7970,DB08840,N-methylnicotinamide
7971,DB08841,Tyramine
7972,DB08842,Acetylcarnitine
7973,DB08843,GS 0573
7974,DB08844,Uric acid
7975,DB08845,Oxogluric acid
7976,DB08846,Ellagic acid
7977,DB08847,Hydroxyproline
7978,DB08848,Guvacine
7979,DB08849,Nipecotic acid
7980,DB08855,Leukotriene C4
7981,DB08856,DADLE
7982,DB08857,Bamet-UD2
7983,DB08858,cis-Diamminechlorocholylglycinateplatinum(II)
7984,DB08860,Pitavastatin
7985,DB08861,DPDPE
7986,DB08862,Cholecystokinin
7987,DB08864,Rilpivirine
7988,DB08865,Crizotinib
7989,DB08867,Ulipristal
7990,DB08868,Fingolimod
7991,DB08869,Tesamorelin
7992,DB08870,Brentuximab vedotin
7993,DB08871,Eribulin
7994,DB08872,Gabapentin enacarbil
7995,DB08873,Boceprevir
7996,DB08874,Fidaxomicin
7997,DB08875,Cabozantinib
7998,DB08876,Taliglucerase alfa
7999,DB08877,Ruxolitinib
8000,DB08878,Aminopterin
8001,DB08879,Belimumab
8002,DB08880,Teriflunomide
8003,DB08881,Vemurafenib
8004,DB08882,Linagliptin
8005,DB08883,Perampanel
8006,DB08884,Gadoxetic acid
8007,DB08885,Aflibercept
8008,DB08886,Asparaginase Erwinia chrysanthemi
8009,DB08887,Icosapent ethyl
8010,DB08888,Ocriplasmin
8011,DB08889,Carfilzomib
8012,DB08890,Linaclotide
8013,DB08891,Arbaclofen
8014,DB08892,Arbaclofen Placarbil
8015,DB08893,Mirabegron
8016,DB08894,Peginesatide
8017,DB08895,Tofacitinib
8018,DB08896,Regorafenib
8019,DB08897,Aclidinium
8020,DB08898,Glucarpidase
8021,DB08899,Enzalutamide
8022,DB08900,Teduglutide
8023,DB08901,Ponatinib
8024,DB08902,Raxibacumab
8025,DB08903,Bedaquiline
8026,DB08904,Certolizumab pegol
8027,DB08905,Formestane
8028,DB08906,Fluticasone furoate
8029,DB08907,Canagliflozin
8030,DB08908,Dimethyl fumarate
8031,DB08909,Glycerol phenylbutyrate
8032,DB08910,Pomalidomide
8033,DB08911,Trametinib
8034,DB08912,Dabrafenib
8035,DB08913,Radium Ra 223 dichloride
8036,DB08915,Aleglitazar
8037,DB08916,Afatinib
8038,DB08917,Ferric carboxymaltose
8039,DB08918,Levomilnacipran
8040,DB08921,(4R)-limonene
8041,DB08922,Perospirone
8042,DB08924,Amfecloral
8043,DB08925,Adrafinil
8044,DB08926,Acediasulfone
8045,DB08927,Amperozide
8046,DB08928,Arsthinol
8047,DB08930,Dolutegravir
8048,DB08931,Riociguat
8049,DB08932,Macitentan
8050,DB08933,Luliconazole
8051,DB08934,Sofosbuvir
8052,DB08935,Obinutuzumab
8053,DB08936,Chlorcyclizine
8054,DB08937,TAS-102
8055,DB08938,Magaldrate
8056,DB08939,Letosteine
8057,DB08940,Kebuzone
8058,DB08941,Isoxsuprine
8059,DB08942,Isoxicam
8060,DB08943,Isoconazole
8061,DB08944,Isoaminile
8062,DB08945,Iotroxic acid
8063,DB08946,Iopanoic acid
8064,DB08947,Iopamidol
8065,DB08948,Iodamide
8066,DB08949,Inositol nicotinate
8067,DB08950,Indoramin
8068,DB08951,Indoprofen
8069,DB08952,Indenolol
8070,DB08953,Indalpine
8071,DB08954,Ifenprodil
8072,DB08955,Ibuproxam
8073,DB08956,Hydroxydione
8074,DB08957,Hexoprenaline
8075,DB08958,Hexetidine
8076,DB08960,Hexamethonium
8077,DB08961,Azosemide
8078,DB08962,Glibornuride
8079,DB08963,Glafenine
8080,DB08964,Gemeprost
8081,DB08965,Fusafungine
8082,DB08966,Fursultiamine
8083,DB08967,Dimetotiazine
8084,DB08968,Fominoben
8085,DB08969,Flurothyl
8086,DB08970,Fluprednidene
8087,DB08971,Fluocortolone
8088,DB08972,Flumequine
8089,DB08973,Fluclorolone acetonide
8090,DB08974,Flubendazole
8091,DB08975,Florantyrone
8092,DB08976,Floctafenine
8093,DB08978,Fentonium
8094,DB08979,Fenspiride
8095,DB08980,Fendiline
8096,DB08981,Fenbufen
8097,DB08982,Etozoline
8098,DB08983,Etofibrate
8099,DB08984,Etofenamate
8100,DB08985,Etilefrine
8101,DB08986,Etifoxine
8102,DB08987,Etidocaine
8103,DB08988,Ethoheptazine
8104,DB08989,Etamivan
8105,DB08990,Eprazinone
8106,DB08991,Epirizole
8107,DB08992,Eperisone
8108,DB08993,Enviomycin
8109,DB08994,Ditazole
8110,DB08995,Diosmin
8111,DB08996,Dimetacrine
8112,DB08997,Dexetimide
8113,DB08998,Demexiptiline
8114,DB08999,Cyclopentamine
8115,DB09000,Cyamemazine
8116,DB09001,Barbexaclone
8117,DB09002,Cloperastine
8118,DB09003,Clocapramine
8119,DB09004,Clobutinol
8120,DB09005,Batroxobin
8121,DB09006,Clinofibrate
8122,DB09007,Chlorphenoxamine
8123,DB09008,Cefaloridine
8124,DB09009,Articaine
8125,DB09010,Carmofur
8126,DB09011,Beclamide
8127,DB09012,Carbazochrome
8128,DB09013,Befunolol
8129,DB09014,Captodiame
8130,DB09015,Canrenoic acid
8131,DB09016,Butriptyline
8132,DB09017,Brotizolam
8133,DB09018,Bromopride
8134,DB09019,Bromhexine
8135,DB09020,Bisacodyl
8136,DB09021,Benzoctamine
8137,DB09022,Benfluorex
8138,DB09023,Benactyzine
8139,DB09026,Aliskiren
8140,DB09027,Ledipasvir
8141,DB09028,Cytisine
8142,DB09029,Secukinumab
8143,DB09030,Vorapaxar
8144,DB09031,Miltefosine
8145,DB09033,Vedolizumab
8146,DB09034,Suvorexant
8147,DB09035,Nivolumab
8148,DB09036,Siltuximab
8149,DB09037,Pembrolizumab
8150,DB09038,Empagliflozin
8151,DB09039,Eliglustat
8152,DB09040,Efinaconazole
8153,DB09041,Tavaborole
8154,DB09042,Tedizolid phosphate
8155,DB09043,Albiglutide
8156,DB09045,Dulaglutide
8157,DB09046,Metreleptin
8158,DB09047,Finafloxacin
8159,DB09048,Netupitant
8160,DB09049,Naloxegol
8161,DB09050,Ceftolozane
8162,DB09051,Elosulfase alfa
8163,DB09052,Blinatumomab
8164,DB09053,Ibrutinib
8165,DB09054,Idelalisib
8166,DB09055,Acipimox
8167,DB09056,Amorolfine
8168,DB09057,Anthrax immune globulin human
8169,DB09059,Atosiban
8170,DB09060,Avibactam
8171,DB09061,Cannabidiol
8172,DB09062,Cefminox
8173,DB09063,Ceritinib
8174,DB09064,Ciprofibrate
8175,DB09065,Cobicistat
8176,DB09066,Corifollitropin alfa
8177,DB09067,Corticorelin ovine triflutate
8178,DB09068,Vortioxetine
8179,DB09069,Trimetazidine
8180,DB09070,Tibolone
8181,DB09071,Tasimelteon
8182,DB09072,Sodium oxybate
8183,DB09073,Palbociclib
8184,DB09074,Olaparib
8185,DB09075,Edoxaban
8186,DB09076,Umeclidinium
8187,DB09077,Dinutuximab
8188,DB09078,Lenvatinib
8189,DB09079,Nintedanib
8190,DB09080,Olodaterol
8191,DB09081,Idebenone
8192,DB09082,Vilanterol
8193,DB09083,Ivabradine
8194,DB09084,Benzydamine
8195,DB09085,Tetracaine
8196,DB09086,Eugenol
8197,DB09087,Potassium alum
8198,DB09088,Amylocaine
8199,DB09089,Trimebutine
8200,DB09090,Pinaverium
8201,DB09091,Tixocortol
8202,DB09092,Xanthinol
8203,DB09093,Chlortetracycline
8204,DB09094,Podophyllin
8205,DB09095,Difluocortolone
8206,DB09096,Benzoyl peroxide
8207,DB09097,Quinagolide
8208,DB09098,Somatrem
8209,DB09099,Somatostatin
8210,DB09100,"Thyroid, porcine"
8211,DB09101,Elvitegravir
8212,DB09102,Daclatasvir
8213,DB09103,Ancestim
8214,DB09104,Magnesium hydroxide
8215,DB09105,Asfotase alfa
8216,DB09106,Hydroxyethyl Starch
8217,DB09107,Methoxy polyethylene glycol-epoetin beta
8218,DB09108,Simoctocog alfa
8219,DB09109,Turoctocog alfa
8220,DB09110,Coenzyme M
8221,DB09111,Pentastarch
8222,DB09112,Nitrous acid
8223,DB09113,Poractant alfa
8224,DB09114,Colfosceril palmitate
8225,DB09115,Diiodohydroxyquinoline
8226,DB09116,Calcium carbimide
8227,DB09117,Paraldehyde
8228,DB09118,Stiripentol
8229,DB09119,Eslicarbazepine acetate
8230,DB09120,Zucapsaicin
8231,DB09121,Aurothioglucose
